Taxon_ID	Taxon_Name	Taxonomic_Level	Total_Reads	Abundance_Percentage
G	46621	            Spirochaeta	9	9	  0.00
G	46616	            GWE2-31-10	2	2	  0.00
G	46614	            Borreliella	1	1	  0.00
G	46623	            Termite Treponema cluster	1	1	  0.00
C	46599	      Leptospirae	0	39	  0.01
O	46600	        Leptospirales	0	39	  0.01
F	46601	          Leptospiraceae	0	39	  0.01
G	46603	            Leptospira	38	38	  0.01
G	46602	            Leptonema	1	1	  0.00
C	46588	      Brachyspirae	0	1	  0.00
O	46589	        Brachyspirales	0	1	  0.00
F	46590	          Brachyspiraceae	0	1	  0.00
G	46591	            Brachyspira	1	1	  0.00
P	45974	    NB1-j	230	230	  0.03
P	1385	    Chloroflexi	0	220	  0.03
C	1386	      Anaerolineae	0	80	  0.01
O	1387	        Anaerolineales	0	32	  0.00
F	1388	          Anaerolineaceae	3	32	  0.00
G	1395	            uncultured	19	19	  0.00
G	25122	            ADurb.Bin120	5	5	  0.00
G	1391	            Leptolinea	2	2	  0.00
G	1389	            Anaerolinea	1	1	  0.00
G	11227	            Pelolinea	1	1	  0.00
G	13919	            Thermanaerothrix	1	1	  0.00
O	25133	        Caldilineales	0	20	  0.00
F	25134	          Caldilineaceae	0	20	  0.00
G	25137	            uncultured	20	20	  0.00
O	25141	        RBG-13-54-9	13	13	  0.00
O	25146	        SJA-15	9	9	  0.00
O	25142	        SBR1031	5	5	  0.00
O	25127	        Ardenticatenales	0	1	  0.00
F	25131	          uncultured	1	1	  0.00
C	1411	      Chloroflexia	0	50	  0.01
O	1413	        Chloroflexales	0	19	  0.00
F	25155	          Herpetosiphonaceae	0	18	  0.00
G	25156	            Herpetosiphon	18	18	  0.00
F	1422	          Roseiflexaceae	0	1	  0.00
G	25158	            uncultured	1	1	  0.00
O	25163	        Thermomicrobiales	0	18	  0.00
F	25165	          JG30-KF-CM45	16	16	  0.00
F	25164	          AKYG1722	2	2	  0.00
O	11231	        Kallotenuales	0	13	  0.00
F	11232	          AKIW781	13	13	  0.00
C	1448	      KD4-96	39	39	  0.01
C	1428	      Dehalococcoidia	0	32	  0.00
O	1429	        Dehalococcoidales	0	29	  0.00
F	1435	          uncultured	27	27	  0.00
F	1430	          Dehalococcoidaceae	0	2	  0.00
G	1431	            Dehalococcoides	2	2	  0.00
O	25185	        SAR202 clade	1	1	  0.00
O	1442	        Sh765B-AG-111	1	1	  0.00
O	25175	        DscP2	1	1	  0.00
C	25202	      OLB14	11	11	  0.00
C	1479	      SHA-26	6	6	  0.00
C	1450	      Ktedonobacteria	0	1	  0.00
O	1456	        Ktedonobacterales	0	1	  0.00
F	1464	          Ktedonobacteraceae	0	1	  0.00
G	1466	            uncultured	1	1	  0.00
C	25119	      AD3	1	1	  0.00
P	14742	    WS2	220	220	  0.03
P	25541	    Dependentiae	0	117	  0.02
C	25542	      Babeliae	0	117	  0.02
O	25543	        Babeliales	3	117	  0.02
F	25548	          Vermiphilaceae	102	102	  0.01
F	25544	          Babeliaceae	8	10	  0.00
G	25545	            Candidatus Babela	2	2	  0.00
F	25546	          UBA12409	2	2	  0.00
P	44881	    Deinococcota	0	113	  0.02
C	44882	      Deinococci	0	113	  0.02
O	44883	        Deinococcales	0	113	  0.02
F	44888	          Trueperaceae	0	102	  0.01
G	44889	            Truepera	102	102	  0.01
F	44884	          Deinococcaceae	0	11	  0.00
G	44886	            Deinococcus	10	10	  0.00
G	44887	            uncultured	1	1	  0.00
P	11400	    Hydrogenedentes	0	111	  0.02
C	25702	      Hydrogenedentia	0	111	  0.02
O	25703	        Hydrogenedentiales	0	111	  0.02
F	25704	          Hydrogenedensaceae	95	111	  0.02
G	45890	            YC-ZSS-LKJ63	14	14	  0.00
G	25705	            Candidatus Hydrogenedens	2	2	  0.00
P	46634	    Sva0485	98	98	  0.01
P	45897	    Methylomirabilota	0	91	  0.01
C	45898	      Methylomirabilia	0	91	  0.01
O	45899	        Methylomirabilales	0	74	  0.01
F	45900	          Methylomirabilaceae	0	74	  0.01
G	45901	            Candidatus Methylomirabilis	45	45	  0.01
G	45904	            Sh765B-TzT-35	28	28	  0.00
G	45906	            wb1-A12	1	1	  0.00
O	45907	        Rokubacteriales	8	17	  0.00
F	45908	          WX65	9	9	  0.00
P	45093	    Elusimicrobiota	0	64	  0.01
C	45095	      Elusimicrobia	0	32	  0.00
O	45102	        MVP-88	18	18	  0.00
O	45100	        Lineage IV	14	14	  0.00
C	45108	      Lineage IIb	25	25	  0.00
C	45107	      Lineage IIa	4	4	  0.00
C	45103	      Endomicrobia	0	1	  0.00
O	45104	        Endomicrobiales	0	1	  0.00
F	45105	          Endomicrobiaceae	0	1	  0.00
G	45106	            Endomicrobium	1	1	  0.00
C	45109	      Lineage IIc	1	1	  0.00
C	45110	      Rs-M47	1	1	  0.00
P	45891	    Latescibacterota	39	63	  0.01
C	45892	      Latescibacteria	0	24	  0.00
O	45893	        Latescibacterales	0	24	  0.00
F	45894	          Latescibacteraceae	22	24	  0.00
G	45895	            Candidatus Latescibacter	2	2	  0.00
P	45976	    Nitrospinota	0	61	  0.01
C	45984	      P9X2b3D02	61	61	  0.01
P	25537	    Dadabacteria	0	42	  0.01
C	25538	      Dadabacteriia	0	42	  0.01
O	25539	        Dadabacteriales	42	42	  0.01
P	45855	    Fusobacteriota	0	37	  0.01
C	45856	      Fusobacteriia	0	37	  0.01
O	45857	        Fusobacteriales	0	37	  0.01
F	45858	          Fusobacteriaceae	1	19	  0.00
G	45859	            Cetobacterium	9	9	  0.00
G	45860	            Fusobacterium	8	8	  0.00
G	45862	            Propionigenium	1	1	  0.00
F	45864	          Leptotrichiaceae	0	18	  0.00
G	45866	            Hypnocyclicus	13	13	  0.00
G	45872	            uncultured	5	5	  0.00
P	46586	    SAR324 clade(Marine group B)	36	36	  0.01
P	45896	    MBNT15	31	31	  0.00
P	46628	    Sumerlaeota	0	29	  0.00
C	46629	      Sumerlaeia	0	29	  0.00
O	46630	        Sumerlaeales	0	29	  0.00
F	46631	          Sumerlaeaceae	0	29	  0.00
G	46632	            Sumerlaea	29	29	  0.00
P	44864	    Deferribacterota	0	27	  0.00
C	44865	      Deferribacteres	0	27	  0.00
O	44866	        Deferribacterales	0	27	  0.00
F	44867	          Deferribacteraceae	0	27	  0.00
G	44873	            Mucispirillum	27	27	  0.00
P	43172	    Abditibacteriota	0	21	  0.00
C	43173	      Abditibacteria	0	21	  0.00
O	43174	        Abditibacteriales	0	21	  0.00
F	43175	          Abditibacteriaceae	0	21	  0.00
G	43176	            Abditibacterium	21	21	  0.00
P	25560	    Entotheonellaeota	0	17	  0.00
C	25561	      Entotheonellia	0	17	  0.00
O	25562	        Entotheonellales	0	17	  0.00
F	25563	          Entotheonellaceae	14	17	  0.00
G	25564	            Candidatus Entotheonella	3	3	  0.00
P	44863	    DTB120	17	17	  0.00
P	46584	    RCP2-54	14	14	  0.00
P	27010	    WPS-2	10	10	  0.00
P	27012	    Zixibacteria	9	9	  0.00
P	25726	    Margulisbacteria	9	9	  0.00
P	46658	    TX1A-33	9	9	  0.00
P	44471	    Calditrichota	0	5	  0.00
C	44472	      Calditrichia	0	5	  0.00
O	44473	        Calditrichales	0	5	  0.00
F	44474	          Calditrichaceae	5	5	  0.00
P	11409	    Marinimicrobia (SAR406 clade)	3	3	  0.00
P	27011	    WS4	2	2	  0.00
P	45111	    FW113	2	2	  0.00
P	44537	    Cloacimonadota	0	2	  0.00
C	44538	      Cloacimonadia	0	2	  0.00
O	44539	        Cloacimonadales	0	2	  0.00
F	44541	          Cloacimonadaceae	0	2	  0.00
G	44543	            Candidatus Cloacimonas	2	2	  0.00
P	44555	    Coprothermobacterota	0	1	  0.00
C	44556	      Coprothermobacteria	0	1	  0.00
O	44557	        Coprothermobacterales	0	1	  0.00
F	44558	          Coprothermobacteraceae	0	1	  0.00
G	44559	            Coprothermobacter	1	1	  0.00
P	46585	    Rs-K70 termite group	1	1	  0.00
P	11417	    PAUC34f	1	1	  0.00
P	11130	    Acetothermia	0	1	  0.00
C	24412	      Acetothermiia	1	1	  0.00
P	46635	    Synergistota	0	1	  0.00
C	46636	      Synergistia	0	1	  0.00
O	46637	        Synergistales	0	1	  0.00
F	46638	          Synergistaceae	0	1	  0.00
G	46644	            Candidatus Tammella	1	1	  0.00
P	46669	    Thermotogota	0	1	  0.00
C	46670	      Thermotogae	0	1	  0.00
O	46676	        Mesoaciditogales	0	1	  0.00
F	46677	          Mesoaciditogaceae	0	1	  0.00
G	46679	            uncultured	1	1	  0.00
P	27009	    WOR-1	1	1	  0.00
P	14741	    WS1	1	1	  0.00
P	26898	    Schekmanbacteria	1	1	  0.00
P	25682	    Halanaerobiaeota	0	1	  0.00
C	25683	      Halanaerobiia	0	1	  0.00
O	25684	        Halanaerobiales	0	1	  0.00
F	25685	          Halanaerobiaceae	0	1	  0.00
G	25688	            Halocella	1	1	  0.00
D	2	  Archaea	0	1	  0.00
P	6	    Crenarchaeota	0	1	  0.00
C	24234	      Bathyarchaeia	1	1	  0.00
U	0	unclassified	162	162	  0.02
R	1	root	1	866793	 99.98
D	3	  Bacteria	625	866792	 99.98
P	2375	    Proteobacteria	47	305588	 35.25
C	3303	      Gammaproteobacteria	209	286705	 33.07
O	46187	        Burkholderiales	1884	273209	 31.51
F	46259	          Comamonadaceae	29013	238502	 27.51
G	46283	            Limnohabitans	41628	41628	  4.80
G	46269	            Comamonas	38535	38535	  4.44
G	46298	            Rhodoferax	18299	18299	  2.11
G	46260	            Acidovorax	17246	17246	  1.99
G	46272	            Delftia	15134	15134	  1.75
G	46309	            Variovorax	13853	13853	  1.60
G	46315	            uncultured	7189	7189	  0.83
G	46292	            Polaromonas	6159	6159	  0.71
G	46290	            Pelomonas	5969	5969	  0.69
G	46276	            Hydrogenophaga	4921	4921	  0.57
G	46262	            Aquabacterium	4614	4614	  0.53
G	46296	            Ramlibacter	4081	4081	  0.47
G	46294	            Pseudorhodoferax	3906	3906	  0.45
G	46266	            Caenimonas	3703	3703	  0.43
G	46273	            Diaphorobacter	3560	3560	  0.41
G	46303	            Simplicispira	2707	2707	  0.31
G	46265	            Brachymonas	2384	2384	  0.27
G	46304	            Sphaerotilus	2132	2132	  0.25
G	46297	            Rhizobacter	1909	1909	  0.22
G	46268	            Candidatus Symbiobacter	1791	1791	  0.21
G	46310	            Verminephrobacter	1535	1535	  0.18
G	46271	            Curvibacter	1348	1348	  0.16
G	46282	            Leptothrix	1131	1131	  0.13
G	46293	            Pseudacidovorax	1060	1060	  0.12
G	46278	            Ideonella	900	900	  0.10
G	46288	            Ottowia	816	816	  0.09
G	46287	            Mitsuaria	790	790	  0.09
G	46312	            Xylophilus	371	371	  0.04
G	46281	            Lampropedia	236	236	  0.03
G	46289	            Paucibacter	187	187	  0.02
G	46261	            Alicycliphilus	177	177	  0.02
G	46279	            Inhella	131	131	  0.02
G	46274	            Extensimonas	130	130	  0.01
G	46285	            Malikia	103	103	  0.01
G	46277	            Hylemonella	102	102	  0.01
G	46307	            Thiomonas	96	96	  0.01
G	46295	            RS62 marine group	79	79	  0.01
G	46284	            Macromonas	76	76	  0.01
G	46300	            Roseateles	75	75	  0.01
G	46311	            Xenophilus	72	72	  0.01
G	46286	            Methylibium	58	58	  0.01
G	46299	            Rivibacter	55	55	  0.01
G	46301	            Rubrivivax	49	49	  0.01
G	46306	            Tepidimonas	39	39	  0.00
G	46275	            Giesbergeria	27	27	  0.00
G	46267	            Caldimonas	18	18	  0.00
G	46313	            Zhizhongheella	18	18	  0.00
G	46264	            Azohydromonas	15	15	  0.00
G	46302	            Schlegelella	14	14	  0.00
G	46291	            Piscinibacter	14	14	  0.00
G	46308	            Tibeticola	11	11	  0.00
G	46305	            Tepidicella	10	10	  0.00
G	46270	            Corticibacter	9	9	  0.00
G	46314	            [Polyangium] brachysporum group	9	9	  0.00
G	46280	            Kinneretia	6	6	  0.00
G	46263	            Aquincola	2	2	  0.00
F	46220	          Burkholderiaceae	133	9594	  1.11
G	46229	            Polynucleobacter	7072	7072	  0.82
G	46221	            Burkholderia-Caballeronia-Paraburkholderia	1486	1486	  0.17
G	46224	            Cupriavidus	386	386	  0.04
G	46230	            Ralstonia	209	209	  0.02
G	46225	            Lautropia	197	197	  0.02
G	46226	            Limnobacter	83	83	  0.01
G	46228	            Pandoraea	13	13	  0.00
G	46232	            uncultured	7	7	  0.00
G	46222	            Candidatus Glomeribacter	6	6	  0.00
G	46223	            Candidatus Tremblaya	1	1	  0.00
G	46231	            Robbsia	1	1	  0.00
F	46337	          Methylophilaceae	248	7183	  0.83
G	46347	            uncultured	5725	5725	  0.66
G	46343	            Methylotenera	437	437	  0.05
G	46342	            Methylophilus	342	342	  0.04
G	46345	            OM43 clade	185	185	  0.02
G	46341	            Methylobacillus	74	74	  0.01
G	46346	            UBA6140	71	71	  0.01
G	46338	            Candidatus Methylopumilus	57	57	  0.01
G	46340	            MM2	38	38	  0.00
G	46339	            MM1	4	4	  0.00
G	46344	            Methylovorus	2	2	  0.00
F	46189	          Alcaligenaceae	289	4616	  0.53
G	46190	            Achromobacter	2564	2564	  0.30
G	46200	            GKS98 freshwater group	657	657	  0.08
G	46192	            Alcaligenes	511	511	  0.06
G	46194	            Bordetella	142	142	  0.02
G	46212	            Verticiella	71	71	  0.01
G	46206	            Parapusillimonas	66	66	  0.01
G	46202	            Oligella	62	62	  0.01
G	46197	            Castellaniella	35	35	  0.00
G	46210	            Pusillimonas	33	33	  0.00
G	46191	            Advenella	26	26	  0.00
G	46213	            uncultured	26	26	  0.00
G	46207	            Parvibium	24	24	  0.00
G	46196	            Candidimonas	22	22	  0.00
G	46203	            Orrella	18	18	  0.00
G	46204	            Paenalcaligenes	16	16	  0.00
G	46201	            Kerstersia	12	12	  0.00
G	46195	            Candidatus Kinetoplastibacterium	11	11	  0.00
G	46205	            Paralcaligenes	8	8	  0.00
G	46209	            Pigmentiphaga	8	8	  0.00
G	46199	            Eoetvoesia	7	7	  0.00
G	46208	            Pelistega	4	4	  0.00
G	46211	            Taylorella	2	2	  0.00
G	46198	            Derxia	1	1	  0.00
G	46193	            Ampullimonas	1	1	  0.00
F	46375	          Oxalobacteraceae	209	3746	  0.43
G	46388	            Massilia	1938	1938	  0.22
G	46397	            Undibacterium	302	302	  0.03
G	46385	            Herbaspirillum	261	261	  0.03
G	46383	            Duganella	212	212	  0.02
G	46389	            Noviherbaspirillum	200	200	  0.02
G	46400	            uncultured	160	160	  0.02
G	46387	            Janthinobacterium	148	148	  0.02
G	46382	            Collimonas	113	113	  0.01
G	46386	            Herminiimonas	67	67	  0.01
G	46390	            Oxalicibacterium	43	43	  0.00
G	46391	            Oxalobacter	22	22	  0.00
G	46394	            Pseudoduganella	18	18	  0.00
G	46377	            CM1G08	14	14	  0.00
G	46398	            [Aquaspirillum] arcticum group	8	8	  0.00
G	46380	            Candidatus Vidania	8	8	  0.00
G	46381	            Candidatus Zinderia	7	7	  0.00
G	46376	            Actimicrobium	5	5	  0.00
G	46399	            s3t2d-1089	4	4	  0.00
G	46395	            Rugamonas	2	2	  0.00
G	46392	            Paraherbaspirillum	1	1	  0.00
G	46393	            Paucimonas	1	1	  0.00
G	46396	            Telluria	1	1	  0.00
G	46379	            Candidatus Profftella	1	1	  0.00
G	46384	            Glaciimonas	1	1	  0.00
F	46403	          Rhodocyclaceae	120	3055	  0.35
G	46424	            Sulfuritalea	561	561	  0.06
G	46411	            Dechloromonas	441	441	  0.05
G	46429	            uncultured	372	372	  0.04
G	46428	            Zoogloea	356	356	  0.04
G	46413	            Denitratisoma	264	264	  0.03
G	46425	            Thauera	237	237	  0.03
G	46426	            Uliginosibacterium	216	216	  0.02
G	46408	            C39	108	108	  0.01
G	46409	            Candidatus Accumulibacter	90	90	  0.01
G	46422	            Sterolibacterium	78	78	  0.01
G	46405	            Azonexus	28	28	  0.00
G	46410	            Dechlorobacter	26	26	  0.00
G	46406	            Azospira	26	26	  0.00
G	46404	            Azoarcus	23	23	  0.00
G	46419	            Propionivibrio	22	22	  0.00
G	46414	            Denitromonas	20	20	  0.00
G	46407	            Azovibrio	16	16	  0.00
G	46415	            Ferribacterium	10	10	  0.00
G	46421	            Rhodocyclus	10	10	  0.00
G	46417	            Methyloversatilis	9	9	  0.00
G	46416	            Georgfuchsia	8	8	  0.00
G	46412	            Dechlorosoma	5	5	  0.00
G	46423	            Sulfurisoma	4	4	  0.00
G	46420	            Quatrionicoccus	2	2	  0.00
G	46427	            Z-35	2	2	  0.00
G	46418	            Niveibacterium	1	1	  0.00
F	46430	          SC-I-84	1250	1250	  0.14
F	46361	          Nitrosomonadaceae	8	1030	  0.12
G	46364	            Ellin6067	465	465	  0.05
G	46367	            MND1	244	244	  0.03
G	46368	            Nitrosomonas	92	92	  0.01
G	46365	            GOUTA6	57	57	  0.01
G	46369	            Nitrosospira	41	41	  0.00
G	46362	            966-1	39	39	  0.00
G	46366	            IS-44	31	31	  0.00
G	46373	            oc32	21	21	  0.00
G	46372	            mle1-7	13	13	  0.00
G	46363	            DSSD61	8	8	  0.00
G	46374	            uncultured	8	8	  0.00
G	46371	            cr616	2	2	  0.00
G	46370	            P3OB-51	1	1	  0.00
F	46319	          Gallionellaceae	25	496	  0.06
G	46322	            Gallionella	246	246	  0.03
G	46323	            Sideroxydans	139	139	  0.02
G	46324	            uncultured	59	59	  0.01
G	46320	            Candidatus Nitrotoga	27	27	  0.00
F	46431	          Sulfuricellaceae	2	258	  0.03
G	46433	            Sulfuricella	126	126	  0.01
G	46432	            Ferritrophicum	115	115	  0.01
G	46434	            Sulfuriferula	10	10	  0.00
G	46435	            Sulfurirhabdus	5	5	  0.00
F	46442	          TRA3-20	238	238	  0.03
F	46237	          Chitinibacteraceae	7	234	  0.03
G	46243	            Deefgea	129	129	  0.01
G	46240	            Chitinibacter	55	55	  0.01
G	46244	            Formivibrio	28	28	  0.00
G	46238	            Amantichitinum	8	8	  0.00
G	46241	            Chitinilyticum	4	4	  0.00
G	46245	            Iodobacter	3	3	  0.00
F	46325	          Hydrogenophilaceae	0	230	  0.03
G	46331	            Thiobacillus	138	138	  0.02
G	46333	            uncultured	67	67	  0.01
G	46327	            Hydrogenophilus	13	13	  0.00
G	46328	            Spirillum	7	7	  0.00
G	46330	            Tepidiphilus	5	5	  0.00
F	46348	          Neisseriaceae	7	196	  0.02
G	46354	            Neisseria	106	106	  0.01
G	46360	            uncultured	56	56	  0.01
G	46353	            Kingella	6	6	  0.00
G	46355	            Simonsiella	5	5	  0.00
G	46359	            Vitreoscilla	5	5	  0.00
G	46356	            Snodgrassella	3	3	  0.00
G	46358	            Uruburuella	3	3	  0.00
G	46350	            Bergeriella	2	2	  0.00
G	46349	            Alysiella	1	1	  0.00
G	46352	            Eikenella	1	1	  0.00
G	46357	            Stenoxybacter	1	1	  0.00
F	46436	          Sutterellaceae	1	146	  0.02
G	46440	            uncultured	71	71	  0.01
G	46437	            AAP99	40	40	  0.00
G	46439	            Sutterella	23	23	  0.00
G	46438	            Parasutterella	11	11	  0.00
F	46248	          Chitinimonadaceae	0	120	  0.01
G	46250	            Chitinivorax	86	86	  0.01
G	46249	            Chitinimonas	34	34	  0.00
F	46251	          Chromobacteriaceae	1	96	  0.01
G	46258	            Vogesella	68	68	  0.01
G	46253	            Chromobacterium	18	18	  0.00
G	46256	            Paludibacterium	4	4	  0.00
G	46252	            Aquitalea	2	2	  0.00
G	46254	            Crenobacter	2	2	  0.00
G	46257	            Pseudogulbenkiania	1	1	  0.00
F	46219	          B1-7BS	95	95	  0.01
F	46214	          Aquaspirillaceae	0	81	  0.01
G	46218	            Rivicola	43	43	  0.00
G	46215	            Aquaspirillum	28	28	  0.00
G	46217	            Microvirgula	9	9	  0.00
G	46216	            Laribacter	1	1	  0.00
F	46336	          MWH-UniP1 aquatic group	63	63	  0.01
F	46188	          A21b	56	56	  0.01
F	46441	          T34	13	13	  0.00
F	46401	          Procabacteriaceae	0	12	  0.00
G	46402	            Procabacter	12	12	  0.00
F	46317	          Ferrovaceae	0	7	  0.00
G	46318	            Ferrovum	7	7	  0.00
F	46334	          Leeiaceae	0	3	  0.00
G	46335	            Leeia	3	3	  0.00
F	46316	          EC94	2	2	  0.00
F	46443	          uncultured	2	2	  0.00
G	46236	          Candidatus Protistobacter	1	1	  0.00
O	26616	        Diplorickettsiales	0	7165	  0.83
F	26617	          Diplorickettsiaceae	37	7165	  0.83
G	26620	            Rickettsiella	6844	6844	  0.79
G	26621	            uncultured	179	179	  0.02
G	26619	            Diplorickettsia	53	53	  0.01
G	26618	            Aquicella	52	52	  0.01
O	3786	        Xanthomonadales	10	2280	  0.26
F	3799	          Xanthomonadaceae	42	1996	  0.23
G	3801	            Arenimonas	1455	1455	  0.17
G	3818	            Stenotrophomonas	255	255	  0.03
G	3820	            Thermomonas	79	79	  0.01
G	3809	            Lysobacter	78	78	  0.01
G	3813	            Pseudoxanthomonas	21	21	  0.00
G	3817	            Silanimonas	19	19	  0.00
G	3808	            Luteimonas	18	18	  0.00
G	3822	            Xanthomonas	15	15	  0.00
G	3824	            uncultured	11	11	  0.00
G	3814	            Rehaibacterium	1	1	  0.00
G	14689	            Vulcaniibacterium	1	1	  0.00
G	26881	            SN8	1	1	  0.00
F	26864	          Rhodanobacteraceae	6	267	  0.03
G	46583	            Ahniella	161	161	  0.02
G	26880	            uncultured	30	30	  0.00
G	26865	            Aquimonas	24	24	  0.00
G	26870	            Frateuria	10	10	  0.00
G	26868	            Dokdonella	9	9	  0.00
G	26869	            Dyella	8	8	  0.00
G	26877	            Rhodanobacter	8	8	  0.00
G	26872	            Luteibacter	4	4	  0.00
G	26879	            Tahibacter	4	4	  0.00
G	26866	            Chiayiivirga	1	1	  0.00
G	26876	            Pseudofulvimonas	1	1	  0.00
G	26867	            Chujaibacter	1	1	  0.00
F	3830	          uncultured	7	7	  0.00
O	46449	        Enterobacterales	32	1511	  0.17
F	46454	          Enterobacteriaceae	29	920	  0.11
G	46463	            Escherichia-Shigella	748	748	  0.09
G	46462	            Enterobacter	66	66	  0.01
G	46465	            Klebsiella	42	42	  0.00
G	46474	            Salmonella	15	15	  0.00
G	46459	            Citrobacter	8	8	  0.00
G	46467	            Kosakonia	4	4	  0.00
G	46470	            Plesiomonas	3	3	  0.00
G	46460	            Cronobacter	2	2	  0.00
G	46466	            Kluyvera	2	2	  0.00
G	46469	            Mangrovibacter	1	1	  0.00
F	50231	          Aeromonadaceae	9	274	  0.03
G	50232	            Aeromonas	189	189	  0.02
G	50235	            Tolumonas	76	76	  0.01
F	50237	          Alteromonadaceae	3	136	  0.02
G	50251	            Rheinheimera	122	122	  0.01
G	50242	            Alteromonas	6	6	  0.00
G	50241	            Alishewanella	4	4	  0.00
G	50244	            Catenovulum	1	1	  0.00
F	46536	          Yersiniaceae	1	36	  0.00
G	46541	            Serratia	27	27	  0.00
G	46542	            Yersinia	6	6	  0.00
G	46539	            Rahnella1	2	2	  0.00
F	50342	          Vibrionaceae	0	25	  0.00
G	50351	            Vibrio	23	23	  0.00
G	50343	            Aliivibrio	1	1	  0.00
G	50348	            Photobacterium	1	1	  0.00
F	46493	          Morganellaceae	0	15	  0.00
G	46494	            Arsenophonus	4	4	  0.00
G	46523	            endosymbionts	3	3	  0.00
G	46495	            Buchnera	2	2	  0.00
G	46524	            uncultured	2	2	  0.00
G	46496	            Candidatus Annandia	1	1	  0.00
G	46522	            Xenorhabdus	1	1	  0.00
G	46519	            Proteus	1	1	  0.00
G	46518	            Photorhabdus	1	1	  0.00
F	46478	          Erwiniaceae	0	12	  0.00
G	46483	            Pantoea	8	8	  0.00
G	46485	            Rosenbergiella	3	3	  0.00
G	46482	            Izhakiella	1	1	  0.00
F	50329	          Shewanellaceae	0	11	  0.00
G	50332	            Shewanella	11	11	  0.00
F	46525	          Pectobacteriaceae	0	11	  0.00
G	46527	            Dickeya	5	5	  0.00
G	46530	            Pectobacterium	2	2	  0.00
G	46531	            Sodalis	2	2	  0.00
G	46526	            Brenneria	1	1	  0.00
G	46532	            uncultured	1	1	  0.00
F	50287	          Pasteurellaceae	1	10	  0.00
G	50300	            Haemophilus	4	4	  0.00
G	50289	            Aggregatibacter	1	1	  0.00
G	50317	            uncultured	1	1	  0.00
G	50311	            Rodentibacter	1	1	  0.00
G	50309	            Pasteurella	1	1	  0.00
G	50288	            Actinobacillus	1	1	  0.00
F	50319	          Pseudoalteromonadaceae	0	9	  0.00
G	50321	            Pseudoalteromonas	9	9	  0.00
F	50257	          Colwelliaceae	0	4	  0.00
G	50258	            Colwellia	4	4	  0.00
F	50333	          Succinivibrionaceae	0	3	  0.00
G	50334	            Anaerobiospirillum	2	2	  0.00
G	50336	            Succinatimonas	1	1	  0.00
F	46490	          Hafniaceae	0	3	  0.00
G	46491	            Edwardsiella	3	3	  0.00
F	46543	          uncultured	3	3	  0.00
F	50277	          Moritellaceae	0	2	  0.00
G	50278	            Moritella	1	1	  0.00
G	50280	            uncultured	1	1	  0.00
F	50263	          Enterobacterales Incertae Sedis	0	1	  0.00
G	50264	            Alkalimonas	1	1	  0.00
F	50267	          Idiomarinaceae	0	1	  0.00
G	50268	            Aliidiomarina	1	1	  0.00
F	50255	          Celerinatantimonadaceae	0	1	  0.00
G	50256	            Celerinatantimonas	1	1	  0.00
F	50324	          Psychromonadaceae	0	1	  0.00
G	50325	            Agarivorans	1	1	  0.00
F	50281	          Orbaceae	0	1	  0.00
G	50286	            uncultured	1	1	  0.00
O	3709	        Pseudomonadales	12	946	  0.11
F	3718	          Pseudomonadaceae	0	647	  0.07
G	3723	            Pseudomonas	647	647	  0.07
F	3710	          Moraxellaceae	2	114	  0.01
G	3717	            uncultured	55	55	  0.01
G	3711	            Acinetobacter	44	44	  0.01
G	3716	            Psychrobacter	6	6	  0.00
G	3714	            Moraxella	4	4	  0.00
G	3713	            Enhydrobacter	2	2	  0.00
G	3715	            Perlucidibaca	1	1	  0.00
F	50470	          Spongiibacteraceae	0	50	  0.01
G	50471	            BD1-7 clade	50	50	  0.01
F	50450	          Pseudohongiellaceae	0	37	  0.00
G	50452	            Pseudohongiella	35	35	  0.00
G	50451	            BIyi10	2	2	  0.00
F	50360	          Cellvibrionaceae	0	28	  0.00
G	50365	            Cellvibrio	23	23	  0.00
G	50379	            uncultured	4	4	  0.00
G	50372	            Marinimicrobium	1	1	  0.00
F	50397	          Halomonadaceae	0	21	  0.00
G	50404	            Halomonas	18	18	  0.00
G	50400	            Candidatus Portiera	1	1	  0.00
G	50414	            Salinicola	1	1	  0.00
G	50412	            Modicisalibacter	1	1	  0.00
F	50354	          211ds20	7	7	  0.00
F	50387	          Halieaceae	0	6	  0.00
G	50394	            OM60(NOR5) clade	4	4	  0.00
G	50391	            Halioglobus	2	2	  0.00
F	50446	          Porticoccaceae	0	4	  0.00
G	50447	            C1-B045	4	4	  0.00
F	50422	          Marinobacteraceae	0	3	  0.00
G	50423	            Marinobacter	3	3	  0.00
F	50454	          SAR86 clade	3	3	  0.00
F	50356	          Alcanivoracaceae1	0	3	  0.00
G	50357	            Alcanivorax	3	3	  0.00
F	50479	          Thioglobaceae	0	2	  0.00
G	50485	            SUP05 cluster	2	2	  0.00
F	50455	          Saccharospirillaceae	0	2	  0.00
G	50461	            Oceanobacter	1	1	  0.00
G	50464	            Reinekea	1	1	  0.00
F	50424	          Marinomonadaceae	0	2	  0.00
G	50425	            Marinomonas	2	2	  0.00
F	50428	          Nitrincolaceae	0	2	  0.00
G	50432	            Marinobacterium	2	2	  0.00
F	50443	          Oleiphilaceae	0	2	  0.00
G	50444	            Oleiphilus	2	2	  0.00
F	50440	          OM182 clade	1	1	  0.00
O	3552	        Legionellales	0	382	  0.04
F	3559	          Legionellaceae	0	382	  0.04
G	3560	            Legionella	379	379	  0.04
