Taxon_ID	Taxon_Name	Taxonomic_Level	Total_Reads	Abundance_Percentage
C	45994	      Nitrospiria	0	5	  0.00
O	45995	        Nitrospirales	0	5	  0.00
F	45996	          Nitrospiraceae	0	5	  0.00
G	45997	            Nitrospira	5	5	  0.00
C	45998	      Thermodesulfovibrionia	0	3	  0.00
O	46006	        uncultured	3	3	  0.00
C	45986	      4-29-1	2	2	  0.00
P	46634	    Sva0485	10	10	  0.01
P	46587	    Spirochaetota	0	9	  0.01
C	46608	      MVP-15	4	4	  0.00
C	46588	      Brachyspirae	0	3	  0.00
O	46589	        Brachyspirales	0	3	  0.00
F	46594	          LH041	3	3	  0.00
C	46609	      Spirochaetia	0	2	  0.00
O	46610	        Spirochaetales	0	2	  0.00
F	46611	          Spirochaetaceae	0	2	  0.00
G	46625	            uncultured	2	2	  0.00
P	1385	    Chloroflexi	0	8	  0.00
C	1448	      KD4-96	4	4	  0.00
C	1386	      Anaerolineae	0	3	  0.00
O	1387	        Anaerolineales	0	1	  0.00
F	1388	          Anaerolineaceae	0	1	  0.00
G	25122	            ADurb.Bin120	1	1	  0.00
O	25127	        Ardenticatenales	0	1	  0.00
F	25128	          Ardenticatenaceae	0	1	  0.00
G	25130	            uncultured	1	1	  0.00
O	25146	        SJA-15	1	1	  0.00
C	1428	      Dehalococcoidia	0	1	  0.00
O	25185	        SAR202 clade	1	1	  0.00
P	11400	    Hydrogenedentes	0	8	  0.00
C	25702	      Hydrogenedentia	0	8	  0.00
O	25703	        Hydrogenedentiales	0	8	  0.00
F	25704	          Hydrogenedensaceae	8	8	  0.00
P	46628	    Sumerlaeota	0	5	  0.00
C	46629	      Sumerlaeia	0	5	  0.00
O	46630	        Sumerlaeales	0	5	  0.00
F	46631	          Sumerlaeaceae	0	5	  0.00
G	46632	            Sumerlaea	5	5	  0.00
P	45976	    Nitrospinota	0	4	  0.00
C	45984	      P9X2b3D02	4	4	  0.00
P	45855	    Fusobacteriota	0	3	  0.00
C	45856	      Fusobacteriia	0	3	  0.00
O	45857	        Fusobacteriales	0	3	  0.00
F	45858	          Fusobacteriaceae	0	3	  0.00
G	45859	            Cetobacterium	3	3	  0.00
P	44537	    Cloacimonadota	0	2	  0.00
C	44538	      Cloacimonadia	0	2	  0.00
O	44539	        Cloacimonadales	0	2	  0.00
F	44548	          MSBL8	2	2	  0.00
P	46586	    SAR324 clade(Marine group B)	2	2	  0.00
P	44863	    DTB120	1	1	  0.00
P	45896	    MBNT15	1	1	  0.00
P	45093	    Elusimicrobiota	0	1	  0.00
C	45095	      Elusimicrobia	0	1	  0.00
O	45100	        Lineage IV	1	1	  0.00
P	25727	    Modulibacteria	0	1	  0.00
C	25728	      Moduliflexia	0	1	  0.00
O	25729	        Moduliflexales	0	1	  0.00
F	25730	          Moduliflexaceae	1	1	  0.00
D	4	  Eukaryota	0	1	  0.00
D1	46848	    Amorphea	0	1	  0.00
D2	46957	      Obazoa	0	1	  0.00
D3	46958	        Opisthokonta	0	1	  0.00
D	46959	          Holozoa	0	1	  0.00
D1	46960	            Choanozoa	0	1	  0.00
D2	47021	              Metazoa	0	1	  0.00
K	47022	                Animalia	0	1	  0.00
K1	47023	                  BCP clade	0	1	  0.00
K2	47024	                    Bilateria	0	1	  0.00
K3	47089	                      Protostomia	0	1	  0.00
K4	47095	                        Ecdysozoa	0	1	  0.00
P	47096	                          Arthropoda	0	1	  0.00
P1	47159	                            Hexapoda	0	1	  0.00
C	47166	                              Insecta	0	1	  0.00
C1	47169	                                Pterygota	0	1	  0.00
C2	47170	                                  Neoptera	0	1	  0.00
O	47188	                                    Neuroptera	1	1	  0.00
U	0	unclassified	4	4	 19.05
R	1	root	0	17	 80.95
D	3	  Bacteria	0	17	 80.95
P	2375	    Proteobacteria	0	8	 38.10
C	3303	      Gammaproteobacteria	0	8	 38.10
O	46187	        Burkholderiales	0	5	 23.81
F	46259	          Comamonadaceae	0	5	 23.81
G	46269	            Comamonas	2	2	  9.52
G	46315	            uncultured	1	1	  4.76
G	46260	            Acidovorax	1	1	  4.76
G	46283	            Limnohabitans	1	1	  4.76
O	46449	        Enterobacterales	0	3	 14.29
F	46454	          Enterobacteriaceae	0	3	 14.29
G	46463	            Escherichia-Shigella	2	2	  9.52
G	46465	            Klebsiella	1	1	  4.76
P	1500	    Cyanobacteria	0	6	 28.57
C	44560	      Cyanobacteriia	0	6	 28.57
O	44561	        Chloroplast	6	6	 28.57
P	43868	    Bacteroidota	0	2	  9.52
C	43869	      Bacteroidia	0	2	  9.52
O	44057	        Cytophagales	0	1	  4.76
F	44135	          Spirosomaceae	0	1	  4.76
G	44150	            Pseudarcicella	1	1	  4.76
O	44330	        Sphingobacteriales	0	1	  4.76
F	44343	          NS11-12 marine group	1	1	  4.76
P	1672	    Firmicutes	0	1	  4.76
C	1673	      Bacilli	0	1	  4.76
O	1674	        Bacillales	0	1	  4.76
F	1680	          Bacillaceae	0	1	  4.76
G	1688	            Bacillus	1	1	  4.76
U	0	unclassified	5	5	  0.00
R	1	root	0	140562	100.00
D	3	  Bacteria	33	140561	100.00
P	1500	    Cyanobacteria	0	131529	 93.57
C	44560	      Cyanobacteriia	1	131522	 93.57
O	44561	        Chloroplast	131499	131499	 93.55
O	44562	        Cyanobacteriales	1	18	  0.01
F	44612	          Geitlerinemaceae	0	7	  0.00
G	44613	            Geitlerinema PCC-7105	7	7	  0.00
F	44709	          Phormidiaceae	2	6	  0.00
G	44719	            Tychonema CCAP 1459-11B	4	4	  0.00
F	44636	          Nostocaceae	0	2	  0.00
G	44669	            Mastigocladopsis PCC-10914	1	1	  0.00
G	44674	            Nostoc PCC-7107	1	1	  0.00
F	44565	          Chroococcidiopsaceae	0	1	  0.00
G	44575	            uncultured	1	1	  0.00
F	44576	          Coleofasciculaceae	0	1	  0.00
G	44578	            Coleofasciculus PCC-7420	1	1	  0.00
O	44827	        Synechococcales	0	3	  0.00
F	44828	          Cyanobiaceae	0	2	  0.00
G	44829	            Cyanobium PCC-6307	1	1	  0.00
G	44830	            Prochlorococcus MIT9313	1	1	  0.00
F	44840	          Synechococcales Incertae Sedis	0	1	  0.00
G	44841	            Schizothrix LEGE 07164	1	1	  0.00
O	44753	        Leptolyngbyales	0	1	  0.00
F	44754	          Leptolyngbyaceae	0	1	  0.00
G	50104	            Calothrix KVSF5	1	1	  0.00
C	44854	      Vampirivibrionia	0	7	  0.00
O	44856	        Gastranaerophilales	4	4	  0.00
O	44860	        Vampirovibrionales	0	2	  0.00
F	44861	          Vampirovibrionaceae	0	2	  0.00
G	44862	            Vampirovibrio	2	2	  0.00
O	44857	        Obscuribacterales	0	1	  0.00
F	44858	          Obscuribacteraceae	0	1	  0.00
G	44859	            Candidatus Obscuribacter	1	1	  0.00
P	2375	    Proteobacteria	1	4354	  3.10
C	3303	      Gammaproteobacteria	4	3076	  2.19
O	46187	        Burkholderiales	43	2673	  1.90
F	46259	          Comamonadaceae	223	1790	  1.27
G	46283	            Limnohabitans	306	306	  0.22
G	46269	            Comamonas	249	249	  0.18
G	46260	            Acidovorax	145	145	  0.10
G	46298	            Rhodoferax	131	131	  0.09
G	46272	            Delftia	115	115	  0.08
G	46309	            Variovorax	83	83	  0.06
G	46315	            uncultured	82	82	  0.06
G	46262	            Aquabacterium	52	52	  0.04
G	46292	            Polaromonas	40	40	  0.03
G	46290	            Pelomonas	38	38	  0.03
G	46296	            Ramlibacter	38	38	  0.03
G	46294	            Pseudorhodoferax	33	33	  0.02
G	46276	            Hydrogenophaga	33	33	  0.02
G	46266	            Caenimonas	28	28	  0.02
G	46282	            Leptothrix	28	28	  0.02
G	46297	            Rhizobacter	24	24	  0.02
G	46303	            Simplicispira	23	23	  0.02
G	46265	            Brachymonas	20	20	  0.01
G	46273	            Diaphorobacter	15	15	  0.01
G	46268	            Candidatus Symbiobacter	15	15	  0.01
G	46304	            Sphaerotilus	13	13	  0.01
G	46310	            Verminephrobacter	9	9	  0.01
G	46287	            Mitsuaria	7	7	  0.00
G	46288	            Ottowia	6	6	  0.00
G	46278	            Ideonella	5	5	  0.00
G	46293	            Pseudacidovorax	4	4	  0.00
G	46311	            Xenophilus	3	3	  0.00
G	46279	            Inhella	3	3	  0.00
G	46301	            Rubrivivax	3	3	  0.00
G	46271	            Curvibacter	3	3	  0.00
G	46312	            Xylophilus	2	2	  0.00
G	46274	            Extensimonas	2	2	  0.00
G	46285	            Malikia	1	1	  0.00
G	46261	            Alicycliphilus	1	1	  0.00
G	46264	            Azohydromonas	1	1	  0.00
G	46305	            Tepidicella	1	1	  0.00
G	46267	            Caldimonas	1	1	  0.00
G	46299	            Rivibacter	1	1	  0.00
G	46295	            RS62 marine group	1	1	  0.00
G	46275	            Giesbergeria	1	1	  0.00
G	46289	            Paucibacter	1	1	  0.00
F	46403	          Rhodocyclaceae	24	345	  0.25
G	46428	            Zoogloea	103	103	  0.07
G	46411	            Dechloromonas	75	75	  0.05
G	46425	            Thauera	55	55	  0.04
G	46424	            Sulfuritalea	17	17	  0.01
G	46413	            Denitratisoma	13	13	  0.01
G	46409	            Candidatus Accumulibacter	12	12	  0.01
G	46415	            Ferribacterium	12	12	  0.01
G	46429	            uncultured	10	10	  0.01
G	46404	            Azoarcus	6	6	  0.00
G	46419	            Propionivibrio	4	4	  0.00
G	46414	            Denitromonas	3	3	  0.00
G	46405	            Azonexus	2	2	  0.00
G	46422	            Sterolibacterium	2	2	  0.00
G	46412	            Dechlorosoma	2	2	  0.00
G	46417	            Methyloversatilis	1	1	  0.00
G	46416	            Georgfuchsia	1	1	  0.00
G	46426	            Uliginosibacterium	1	1	  0.00
G	46407	            Azovibrio	1	1	  0.00
G	46406	            Azospira	1	1	  0.00
F	46220	          Burkholderiaceae	8	130	  0.09
G	46229	            Polynucleobacter	66	66	  0.05
G	46221	            Burkholderia-Caballeronia-Paraburkholderia	36	36	  0.03
G	46224	            Cupriavidus	12	12	  0.01
G	46230	            Ralstonia	3	3	  0.00
G	46225	            Lautropia	2	2	  0.00
G	46226	            Limnobacter	2	2	  0.00
G	46228	            Pandoraea	1	1	  0.00
F	46337	          Methylophilaceae	10	91	  0.06
G	46347	            uncultured	60	60	  0.04
G	46343	            Methylotenera	8	8	  0.01
G	46345	            OM43 clade	5	5	  0.00
G	46342	            Methylophilus	4	4	  0.00
G	46338	            Candidatus Methylopumilus	1	1	  0.00
G	46340	            MM2	1	1	  0.00
G	46341	            Methylobacillus	1	1	  0.00
G	46346	            UBA6140	1	1	  0.00
F	46375	          Oxalobacteraceae	1	89	  0.06
G	46388	            Massilia	35	35	  0.02
G	46397	            Undibacterium	33	33	  0.02
G	46389	            Noviherbaspirillum	6	6	  0.00
G	46387	            Janthinobacterium	4	4	  0.00
G	46385	            Herbaspirillum	4	4	  0.00
G	46400	            uncultured	1	1	  0.00
G	46399	            s3t2d-1089	1	1	  0.00
G	46394	            Pseudoduganella	1	1	  0.00
G	46391	            Oxalobacter	1	1	  0.00
G	46383	            Duganella	1	1	  0.00
G	46382	            Collimonas	1	1	  0.00
F	46189	          Alcaligenaceae	2	66	  0.05
G	46190	            Achromobacter	40	40	  0.03
G	46192	            Alcaligenes	10	10	  0.01
G	46194	            Bordetella	4	4	  0.00
G	46212	            Verticiella	2	2	  0.00
G	46210	            Pusillimonas	2	2	  0.00
G	46200	            GKS98 freshwater group	2	2	  0.00
G	46207	            Parvibium	2	2	  0.00
G	46202	            Oligella	1	1	  0.00
G	46206	            Parapusillimonas	1	1	  0.00
F	46361	          Nitrosomonadaceae	0	61	  0.04
G	46368	            Nitrosomonas	33	33	  0.02
G	46364	            Ellin6067	16	16	  0.01
G	46367	            MND1	8	8	  0.01
G	46363	            DSSD61	1	1	  0.00
G	46365	            GOUTA6	1	1	  0.00
G	46369	            Nitrosospira	1	1	  0.00
G	46373	            oc32	1	1	  0.00
F	46348	          Neisseriaceae	0	10	  0.01
G	46354	            Neisseria	5	5	  0.00
G	46360	            uncultured	5	5	  0.00
F	46436	          Sutterellaceae	0	8	  0.01
G	46437	            AAP99	8	8	  0.01
F	46325	          Hydrogenophilaceae	0	7	  0.00
G	46331	            Thiobacillus	3	3	  0.00
G	46333	            uncultured	3	3	  0.00
G	46327	            Hydrogenophilus	1	1	  0.00
F	46248	          Chitinimonadaceae	1	7	  0.00
G	46249	            Chitinimonas	5	5	  0.00
G	46250	            Chitinivorax	1	1	  0.00
F	46319	          Gallionellaceae	0	6	  0.00
G	46323	            Sideroxydans	2	2	  0.00
G	46324	            uncultured	2	2	  0.00
G	46320	            Candidatus Nitrotoga	1	1	  0.00
G	46322	            Gallionella	1	1	  0.00
F	46431	          Sulfuricellaceae	0	6	  0.00
G	46433	            Sulfuricella	4	4	  0.00
G	46432	            Ferritrophicum	2	2	  0.00
F	46430	          SC-I-84	6	6	  0.00
F	46251	          Chromobacteriaceae	0	3	  0.00
G	46253	            Chromobacterium	2	2	  0.00
G	46258	            Vogesella	1	1	  0.00
F	46219	          B1-7BS	3	3	  0.00
F	46214	          Aquaspirillaceae	0	1	  0.00
G	46218	            Rivicola	1	1	  0.00
F	46237	          Chitinibacteraceae	0	1	  0.00
G	46245	            Iodobacter	1	1	  0.00
O	46449	        Enterobacterales	2	134	  0.10
F	46454	          Enterobacteriaceae	4	114	  0.08
G	46463	            Escherichia-Shigella	93	93	  0.07
G	46462	            Enterobacter	11	11	  0.01
G	46465	            Klebsiella	3	3	  0.00
G	46474	            Salmonella	2	2	  0.00
G	46467	            Kosakonia	1	1	  0.00
F	50237	          Alteromonadaceae	1	10	  0.01
G	50251	            Rheinheimera	8	8	  0.01
G	50242	            Alteromonas	1	1	  0.00
F	50231	          Aeromonadaceae	0	4	  0.00
G	50232	            Aeromonas	3	3	  0.00
G	50235	            Tolumonas	1	1	  0.00
F	50342	          Vibrionaceae	0	2	  0.00
G	50351	            Vibrio	2	2	  0.00
F	46536	          Yersiniaceae	0	1	  0.00
G	46541	            Serratia	1	1	  0.00
F	50319	          Pseudoalteromonadaceae	0	1	  0.00
G	50321	            Pseudoalteromonas	1	1	  0.00
O	3786	        Xanthomonadales	0	133	  0.09
F	3799	          Xanthomonadaceae	5	82	  0.06
G	3818	            Stenotrophomonas	28	28	  0.02
G	3801	            Arenimonas	25	25	  0.02
G	3809	            Lysobacter	14	14	  0.01
G	3820	            Thermomonas	3	3	  0.00
G	3822	            Xanthomonas	3	3	  0.00
G	3824	            uncultured	2	2	  0.00
G	3813	            Pseudoxanthomonas	1	1	  0.00
G	3814	            Rehaibacterium	1	1	  0.00
F	26864	          Rhodanobacteraceae	2	50	  0.04
G	46583	            Ahniella	19	19	  0.01
G	26868	            Dokdonella	16	16	  0.01
G	26880	            uncultured	6	6	  0.00
G	26870	            Frateuria	3	3	  0.00
G	26877	            Rhodanobacter	3	3	  0.00
G	26869	            Dyella	1	1	  0.00
F	3830	          uncultured	1	1	  0.00
O	26616	        Diplorickettsiales	0	53	  0.04
F	26617	          Diplorickettsiaceae	0	53	  0.04
G	26620	            Rickettsiella	31	31	  0.02
G	26618	            Aquicella	13	13	  0.01
G	26621	            uncultured	9	9	  0.01
O	3709	        Pseudomonadales	1	50	  0.04
F	3718	          Pseudomonadaceae	0	33	  0.02
G	3723	            Pseudomonas	33	33	  0.02
F	3710	          Moraxellaceae	0	12	  0.01
G	14681	            [Agitococcus] lubricus group	7	7	  0.00
G	3711	            Acinetobacter	4	4	  0.00
G	3717	            uncultured	1	1	  0.00
F	50422	          Marinobacteraceae	0	1	  0.00
G	50423	            Marinobacter	1	1	  0.00
F	50470	          Spongiibacteraceae	0	1	  0.00
G	50471	            BD1-7 clade	1	1	  0.00
F	50418	          KI89A clade	1	1	  0.00
F	50397	          Halomonadaceae	0	1	  0.00
G	50414	            Salinicola	1	1	  0.00
O	3535	        Gammaproteobacteria Incertae Sedis	0	12	  0.01
F	3536	          Unknown Family	4	12	  0.01
G	26661	            Acidibacter	3	3	  0.00
G	14661	            uncultured	2	2	  0.00
G	26663	            Candidatus Berkiella	2	2	  0.00
G	26665	            Candidatus Ovatusbacter	1	1	  0.00
O	3552	        Legionellales	0	5	  0.00
F	3559	          Legionellaceae	0	5	  0.00
G	3560	            Legionella	5	5	  0.00
O	26612	        Coxiellales	0	4	  0.00
F	26613	          Coxiellaceae	0	4	  0.00
G	26614	            Coxiella	4	4	  0.00
O	26806	        R7C24	2	2	  0.00
O	3735	        Thiotrichales	0	2	  0.00
F	3754	          Thiotrichaceae	0	2	  0.00
G	3769	            Thiothrix	2	2	  0.00
O	3728	        Salinisphaerales	0	1	  0.00
F	26815	          Solimonadaceae	0	1	  0.00
G	26822	            Polycyclovorans	1	1	  0.00
O	26796	        PLTA13	1	1	  0.00
O	26825	        Steroidobacterales	0	1	  0.00
F	26826	          Steroidobacteraceae	0	1	  0.00
G	26829	            uncultured	1	1	  0.00
O	14692	        uncultured	1	1	  0.00
C	2379	      Alphaproteobacteria	6	1277	  0.91
O	2557	        Rhodobacterales	0	586	  0.42
F	2558	          Rhodobacteraceae	54	586	  0.42
G	2654	            Tabrizicola	142	142	  0.10
G	2624	            Rhodobacter	90	90	  0.06
G	2607	            Paracoccus	72	72	  0.05
G	2666	            uncultured	55	55	  0.04
G	2620	            Pseudorhodobacter	23	23	  0.02
G	2562	            Amaricoccus	15	15	  0.01
G	2641	            Roseovarius	9	9	  0.01
G	2653	            Sulfitobacter	9	9	  0.01
G	2626	            Rhodovulum	8	8	  0.01
G	2572	            Falsirhodobacter	8	8	  0.01
G	11455	            Planktomarina	8	8	  0.01
G	2559	            Actibacterium	7	7	  0.00
G	2645	            Ruegeria	7	7	  0.00
G	14530	            Cereibacter	7	7	  0.00
G	46168	            Yoonia-Loktanella	7	7	  0.00
G	2569	            Defluviimonas	7	7	  0.00
G	2574	            Gemmobacter	5	5	  0.00
G	2642	            Rubellimicrobium	4	4	  0.00
G	46164	            Limibaculum	4	4	  0.00
G	2599	            Oceanibulbus	3	3	  0.00
G	46159	            Aestuariicoccus	3	3	  0.00
G	2592	            Marinovum	3	3	  0.00
G	2634	            Roseivivax	2	2	  0.00
G	2568	            Citreimonas	2	2	  0.00
G	2638	            Roseobacter clade NAC11-7 lineage	2	2	  0.00
G	2636	            Roseobacter clade CHAB-I-5 lineage	2	2	  0.00
G	2632	            Roseinatronobacter	2	2	  0.00
G	46165	            Limimaricola	2	2	  0.00
G	11449	            Epibacterium	2	2	  0.00
G	11453	            Paenirhodobacter	2	2	  0.00
G	14528	            Albirhodobacter	2	2	  0.00
G	2582	            Leisingera	2	2	  0.00
G	2575	            Haematobacter	2	2	  0.00
G	26175	            WDS1C4	1	1	  0.00
G	2644	            Rubrimonas	1	1	  0.00
G	2560	            Albidovulum	1	1	  0.00
G	2649	            Sediminimonas	1	1	  0.00
G	2651	            Shimia	1	1	  0.00
G	26171	            Pseudooceanicola	1	1	  0.00
G	2655	            Tateyamaria	1	1	  0.00
G	2661	            Tropicibacter	1	1	  0.00
G	2662	            Tropicimonas	1	1	  0.00
G	2665	            Yangia	1	1	  0.00
G	26172	            Rhodobaculum	1	1	  0.00
G	11445	            Amylibacter	1	1	  0.00
G	26163	            Halodurantibacterium	1	1	  0.00
G	26170	            Nioella	1	1	  0.00
O	2823	        Sphingomonadales	0	378	  0.27
F	2844	          Sphingomonadaceae	32	378	  0.27
G	2852	            Sphingomonas	96	96	  0.07
G	2846	            Novosphingobium	95	95	  0.07
G	2850	            Sphingobium	41	41	  0.03
G	2854	            Sphingorhabdus	36	36	  0.03
G	2858	            uncultured	26	26	  0.02
G	2853	            Sphingopyxis	23	23	  0.02
G	26245	            Erythrobacter	12	12	  0.01
G	26240	            Altererythrobacter	5	5	  0.00
G	14559	            Rhizorhapis	3	3	  0.00
G	26249	            Qipengyuania	2	2	  0.00
G	26251	            Sphingoaurantiacus	1	1	  0.00
G	2845	            Blastomonas	1	1	  0.00
G	26247	            Plot4-2H12	1	1	  0.00
G	26244	            Ellin6055	1	1	  0.00
G	14558	            Parablastomonas	1	1	  0.00
G	2857	            Zymomonas	1	1	  0.00
G	2849	            Sandarakinorhabdus	1	1	  0.00
O	2421	        Rhizobiales	7	189	  0.13
F	2525	          Rhizobiaceae	1	42	  0.03
G	26091	            Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	21	21	  0.01
G	26112	            Mesorhizobium	9	9	  0.01
G	26127	            uncultured	3	3	  0.00
G	2526	            Ensifer	2	2	  0.00
G	26096	            Bartonella	1	1	  0.00
G	26114	            Nitratireductor	1	1	  0.00
G	26115	            Ochrobactrum	1	1	  0.00
G	26119	            Pseudahrensia	1	1	  0.00
G	26120	            Pseudaminobacter	1	1	  0.00
G	26121	            Pseudochrobactrum	1	1	  0.00
F	2472	          Hyphomicrobiaceae	0	39	  0.03
G	2480	            Hyphomicrobium	30	30	  0.02
G	2483	            Pedomicrobium	9	9	  0.01
F	2530	          Rhizobiales Incertae Sedis	0	31	  0.02
G	14525	            uncultured	26	26	  0.02
G	2534	            Nordella	3	3	  0.00
G	11439	            Phreatobacter	1	1	  0.00
G	26128	            Anderseniella	1	1	  0.00
F	2545	          Xanthobacteraceae	2	26	  0.02
G	2554	            uncultured	10	10	  0.01
G	26151	            Bradyrhizobium	9	9	  0.01
G	26148	            Afipia	2	2	  0.00
G	26157	            Rhodoplanes	1	1	  0.00
G	26156	            Pseudorhodoplanes	1	1	  0.00
G	26150	            Blastochloris	1	1	  0.00
F	2423	          A0839	21	21	  0.01
F	2435	          Beijerinckiaceae	1	16	  0.01
G	26054	            alphaI cluster	3	3	  0.00
G	26047	            Methylosinus	3	3	  0.00
G	2442	            Methylorosula	3	3	  0.00
G	26048	            Microvirga	2	2	  0.00
G	26042	            Bosea	1	1	  0.00
G	46157	            Methylobacterium-Methylorubrum	1	1	  0.00
G	26046	            Methylocystis	1	1	  0.00
G	2444	            uncultured	1	1	  0.00
F	26055	          Devosiaceae	0	7	  0.00
G	26058	            Devosia	7	7	  0.00
O	2761	        Rickettsiales	0	23	  0.02
F	2805	          Mitochondria	8	8	  0.01
F	2781	          Rickettsiaceae	0	7	  0.00
G	2785	            uncultured	4	4	  0.00
G	26226	            Candidatus Megaira	3	3	  0.00
F	26212	          AB1	5	5	  0.00
F	2801	          SM2D12	3	3	  0.00
O	2386	        Caulobacterales	0	19	  0.01
F	2387	          Caulobacteraceae	2	17	  0.01
G	2390	            Brevundimonas	11	11	  0.01
G	2391	            Caulobacter	4	4	  0.00
F	2394	          Hyphomonadaceae	0	2	  0.00
G	2407	            uncultured	2	2	  0.00
O	26009	        Paracaedibacterales	0	16	  0.01
F	26010	          Paracaedibacteraceae	0	16	  0.01
G	26015	            uncultured	9	9	  0.01
G	26014	            Candidatus Paracaedibacter	4	4	  0.00
G	26011	            Candidatus Captivus	3	3	  0.00
O	25998	        Micavibrionales	0	10	  0.01
F	26002	          uncultured	10	10	  0.01
O	25946	        Azospirillales	0	10	  0.01
F	25955	          Azospirillales Incertae Sedis	0	5	  0.00
G	25956	            Stella	5	5	  0.00
F	25947	          Azospirillaceae	0	4	  0.00
G	25948	            Azospirillum	2	2	  0.00
G	25950	            Nitrospirillum	1	1	  0.00
G	25951	            Niveispirillum	1	1	  0.00
F	25957	          Inquilinaceae	0	1	  0.00
G	25958	            Inquilinus	1	1	  0.00
O	26035	        Reyranellales	0	8	  0.01
F	26036	          Reyranellaceae	0	8	  0.01
G	26037	            Reyranella	8	8	  0.01
O	2667	        Rhodospirillales	0	8	  0.01
F	26198	          uncultured	5	5	  0.00
F	2717	          Rhodospirillaceae	0	1	  0.00
G	2755	            uncultured	1	1	  0.00
F	26177	          AEGEAN-169 marine group	1	1	  0.00
F	26178	          Magnetospiraceae	0	1	  0.00
G	26179	            Magnetospira	1	1	  0.00
O	25900	        Acetobacterales	0	7	  0.00
F	25901	          Acetobacteraceae	0	7	  0.00
G	25932	            Roseomonas	6	6	  0.00
G	25930	            Rhodovastum	1	1	  0.00
O	26269	        uncultured	6	6	  0.00
O	25975	        Dongiales	0	3	  0.00
F	25976	          Dongiaceae	0	3	  0.00
G	25977	            Dongia	3	3	  0.00
O	26262	        Tistrellales	0	3	  0.00
F	26263	          Geminicoccaceae	0	3	  0.00
G	26264	            Candidatus Alysiosphaera	3	3	  0.00
O	25986	        Holosporales	0	2	  0.00
F	25987	          Holosporaceae	0	2	  0.00
G	25992	            uncultured	2	2	  0.00
O	46132	        Defluviicoccales	0	1	  0.00
F	46133	          Defluviicoccaceae	0	1	  0.00
G	46134	            Defluviicoccus	1	1	  0.00
O	26003	        Micropepsales	0	1	  0.00
F	26004	          Micropepsaceae	0	1	  0.00
G	26007	            uncultured	1	1	  0.00
O	26016	        Parvibaculales	0	1	  0.00
F	26019	          Parvibaculaceae	0	1	  0.00
G	26022	            Parvibaculum	1	1	  0.00
P	43868	    Bacteroidota	0	3429	  2.44
C	43869	      Bacteroidia	4	3418	  2.43
O	44330	        Sphingobacteriales	7	2233	  1.59
F	44343	          NS11-12 marine group	2192	2192	  1.56
F	44348	          Sphingobacteriaceae	0	12	  0.01
G	44355	            Pedobacter	6	6	  0.00
G	44349	            Anseongella	2	2	  0.00
G	44350	            Arcticibacter	1	1	  0.00
G	44359	            Solitalea	1	1	  0.00
G	44360	            Sphingobacterium	1	1	  0.00
G	44361	            uncultured	1	1	  0.00
F	44363	          env.OPS 17	8	8	  0.01
F	44332	          AKYH767	7	7	  0.00
F	44340	          Lentimicrobiaceae	1	6	  0.00
G	44341	            Lentimicrobium	5	5	  0.00
F	44335	          E6aC02	1	1	  0.00
O	44057	        Cytophagales	0	640	  0.46
F	44135	          Spirosomaceae	3	615	  0.44
G	44150	            Pseudarcicella	559	559	  0.40
G	44145	            Lacihabitans	29	29	  0.02
G	44153	            Runella	14	14	  0.01
G	44142	            Flectobacillus	4	4	  0.00
G	44136	            Arcicella	4	4	  0.00
G	44156	            uncultured	1	1	  0.00
G	44139	            Emticicia	1	1	  0.00
F	44122	          Microscillaceae	0	13	  0.01
G	44130	            uncultured	8	8	  0.01
G	44127	            OLB12	2	2	  0.00
G	44128	            Ohtaekwangia	2	2	  0.00
G	50024	            Hassallia	1	1	  0.00
F	44068	          Cyclobacteriaceae	0	7	  0.00
G	44069	            Algoriphagus	3	3	  0.00
G	44098	            uncultured	2	2	  0.00
G	44076	            Cyclobacterium	1	1	  0.00
G	44078	            Ekhidna	1	1	  0.00
F	44058	          Amoebophilaceae	0	2	  0.00
G	44059	            Candidatus Amoebophilus	2	2	  0.00
F	44115	          Hymenobacteraceae	0	2	  0.00
G	44116	            Adhaeribacter	1	1	  0.00
G	44117	            Hymenobacter	1	1	  0.00
F	44105	          Flammeovirgaceae	0	1	  0.00
G	44110	            Luteivirga	1	1	  0.00
O	44004	        Chitinophagales	0	351	  0.25
F	44006	          Chitinophagaceae	1	182	  0.13
G	44013	            Dinghuibacter	113	113	  0.08
G	44015	            Ferruginibacter	26	26	  0.02
G	44039	            Terrimonas	17	17	  0.01
G	44036	            Sediminibacterium	13	13	  0.01
G	44043	            uncultured	9	9	  0.01
G	44019	            Flavihumibacter	1	1	  0.00
G	44020	            Flavisolibacter	1	1	  0.00
G	44028	            Niastella	1	1	  0.00
F	44044	          Saprospiraceae	1	160	  0.11
G	44055	            uncultured	128	128	  0.09
G	44046	            Candidatus Aquirestis	15	15	  0.01
G	44047	            Haliscomenobacter	14	14	  0.01
G	44050	            OLB8	1	1	  0.00
G	44051	            Phaeodactylibacter	1	1	  0.00
F	44056	          uncultured	5	5	  0.00
F	44005	          37-13	4	4	  0.00
O	44160	        Flavobacteriales	0	175	  0.12
F	44183	          Flavobacteriaceae	0	89	  0.06
G	44221	            Flavobacterium	88	88	  0.06
G	44271	            Pseudofulvibacter	1	1	  0.00
F	44167	          Crocinitomicaceae	1	38	  0.03
